Date,Symbol,Open,High,Low,Close,Volume
2024_03_04,MHNL,239.0,253.4,239.0,253.4,80.0
2024_03_05,MHNL,253.4,255.0,242.0,244.7,39251.0
2024_03_06,MHNL,249.4,255.0,241.0,245.0,26924.0
2024_03_07,MHNL,249.5,254.4,245.0,249.8,9951.0
2024_03_08,MHNL,249.5,254.4,245.0,249.8,9951.0
2024_03_09,MHNL,249.5,254.4,245.0,249.8,9951.0
2024_03_10,MHNL,254.0,255.0,248.0,252.0,18900.0
2024_03_11,MHNL,254.0,255.0,248.0,252.0,18900.0
2024_03_12,MHNL,256.9,256.9,249.0,255.5,18174.0
2024_03_13,MHNL,258.0,258.0,250.5,255.5,16907.0
2024_03_14,MHNL,260.6,260.6,251.0,251.0,7085.0
2024_03_15,MHNL,260.6,260.6,251.0,251.0,7085.0
2024_03_16,MHNL,260.6,260.6,251.0,251.0,7085.0
2024_03_17,MHNL,255.8,255.8,246.8,249.0,12576.0
2024_03_18,MHNL,252.0,252.0,245.4,246.4,6601.0
2024_03_19,MHNL,246.4,259.0,241.5,247.0,10735.0
2024_03_20,MHNL,251.8,251.8,240.9,248.4,4872.0
2024_03_21,MHNL,244.2,249.0,239.6,241.0,20536.0
2024_03_22,MHNL,244.2,249.0,239.6,241.0,20536.0
2024_03_23,MHNL,244.2,249.0,239.6,241.0,20536.0
2024_03_24,MHNL,244.2,249.0,239.6,241.0,20536.0
2024_03_25,MHNL,236.2,242.8,236.2,240.0,5501.0
2024_03_26,MHNL,243.0,244.0,236.3,242.0,9365.0
2024_03_27,MHNL,242.0,244.5,239.4,239.4,3217.0
2024_03_28,MHNL,234.8,241.0,234.2,238.1,8265.0
2024_03_29,MHNL,234.8,241.0,234.2,238.1,8265.0
2024_03_30,MHNL,234.8,241.0,234.2,238.1,8265.0
2024_03_31,MHNL,233.6,247.3,233.6,239.0,7365.0
2024_04_01,MHNL,242.5,242.6,238.0,240.9,6792.0
2024_04_02,MHNL,243.0,245.0,236.5,236.6,3613.0
2024_04_03,MHNL,236.0,242.0,235.0,238.0,4150.0
2024_04_04,MHNL,242.7,242.7,231.0,235.5,11982.0
2024_04_05,MHNL,242.7,242.7,231.0,235.5,11982.0
2024_04_06,MHNL,242.7,242.7,231.0,235.5,11982.0
2024_04_07,MHNL,240.0,240.0,230.0,239.9,10055.0
2024_04_08,MHNL,240.0,240.0,230.0,239.9,10055.0
2024_04_09,MHNL,244.6,249.0,235.4,238.9,3580.0
2024_04_10,MHNL,239.0,239.0,231.0,233.0,10379.0
2024_04_11,MHNL,239.0,239.0,231.0,233.0,10379.0
2024_04_12,MHNL,239.0,239.0,231.0,233.0,10379.0
2024_04_13,MHNL,239.0,239.0,231.0,233.0,10379.0
2024_04_14,MHNL,237.6,237.6,228.1,228.2,6033.0
2024_04_15,MHNL,224.1,240.1,224.1,236.9,12335.0
2024_04_16,MHNL,240.6,240.6,230.3,235.0,2865.0
2024_04_17,MHNL,240.6,240.6,230.3,235.0,2865.0
2024_04_18,MHNL,239.4,239.4,225.5,230.0,14605.0
2024_04_19,MHNL,239.4,239.4,225.5,230.0,14605.0
2024_04_20,MHNL,239.4,239.4,225.5,230.0,14605.0
2024_04_21,MHNL,233.0,233.0,225.1,231.0,4822.0
2024_04_22,MHNL,235.0,235.0,226.3,229.0,6220.0
2024_04_23,MHNL,235.0,235.0,226.3,229.0,6220.0
2024_04_24,MHNL,233.5,233.5,224.5,224.5,4270.0
2024_04_25,MHNL,228.9,231.9,215.7,228.0,5631.0
2024_04_26,MHNL,228.9,231.9,215.7,228.0,5631.0
2024_04_27,MHNL,228.9,231.9,215.7,228.0,5631.0
2024_04_28,MHNL,232.0,232.0,224.0,228.0,4770.0
2024_04_29,MHNL,232.5,237.0,224.0,230.0,7173.0
2024_04_30,MHNL,233.7,234.5,220.9,233.0,17338.0
2024_05_01,MHNL,233.7,234.5,220.9,233.0,17338.0
2024_05_02,MHNL,234.0,237.0,230.0,233.9,14169.0
2024_05_03,MHNL,234.0,237.0,230.0,233.9,14169.0
2024_05_04,MHNL,234.0,237.0,230.0,233.9,14169.0
2024_05_05,MHNL,229.3,233.8,226.0,229.0,4671.0
2024_05_06,MHNL,230.0,248.5,222.4,248.5,18265.0
2024_05_07,MHNL,244.0,244.0,231.0,234.0,15721.0
2024_05_08,MHNL,238.6,238.6,228.0,230.0,1346.0
2024_05_09,MHNL,226.0,234.0,225.0,228.0,6628.0
2024_05_10,MHNL,226.0,234.0,225.0,228.0,6628.0
2024_05_11,MHNL,226.0,234.0,225.0,228.0,6628.0
2024_05_12,MHNL,232.5,232.5,221.5,228.0,16110.0
2024_05_13,MHNL,232.5,237.1,224.0,228.0,1452.0
2024_05_14,MHNL,232.5,237.0,226.0,237.0,19994.0
2024_05_15,MHNL,240.9,241.0,228.6,230.0,10313.0
2024_05_16,MHNL,225.5,234.6,225.4,226.0,8476.0
2024_05_17,MHNL,225.5,234.6,225.4,226.0,8476.0
2024_05_18,MHNL,225.5,234.6,225.4,226.0,8476.0
2024_05_19,MHNL,230.5,244.0,225.0,244.0,14352.0
2024_05_20,MHNL,239.2,239.2,231.2,235.9,17890.0
2024_05_21,MHNL,231.3,257.0,231.3,251.9,34435.0
2024_05_22,MHNL,256.0,256.0,240.3,241.1,20630.0
2024_05_23,MHNL,256.0,256.0,240.3,241.1,20630.0
2024_05_24,MHNL,256.0,256.0,240.3,241.1,20630.0
2024_05_25,MHNL,256.0,256.0,240.3,241.1,20630.0
2024_05_26,MHNL,245.9,245.9,233.1,235.0,7093.0
2024_05_27,MHNL,236.0,238.0,232.0,233.0,11581.0
2024_05_28,MHNL,236.0,238.0,232.0,233.0,11581.0
2024_05_29,MHNL,237.6,252.0,230.0,230.0,17595.0
2024_05_30,MHNL,229.0,236.0,226.1,230.9,7225.0
2024_05_31,MHNL,229.0,236.0,226.1,230.9,7225.0
2024_06_01,MHNL,229.0,236.0,226.1,230.9,7225.0
2024_06_02,MHNL,230.0,253.9,228.0,237.0,11413.0
2024_06_03,MHNL,232.3,241.0,232.3,233.0,6770.0
2024_06_04,MHNL,230.2,234.8,230.1,234.8,2725.0
2024_06_05,MHNL,230.2,235.0,228.1,233.5,6744.0
2024_06_06,MHNL,238.1,238.1,227.0,229.0,8090.0
2024_06_07,MHNL,238.1,238.1,227.0,229.0,8090.0
2024_06_08,MHNL,238.1,238.1,227.0,229.0,8090.0
2024_06_09,MHNL,226.0,247.6,226.0,246.0,12998.0
2024_06_10,MHNL,250.9,261.0,226.9,261.0,43985.0
2024_06_11,MHNL,257.1,271.5,240.9,257.0,80230.0
2024_06_12,MHNL,251.9,272.0,243.0,255.0,32554.0
2024_06_13,MHNL,260.1,270.0,241.0,265.0,63680.0
2024_06_14,MHNL,260.1,270.0,241.0,265.0,63680.0
2024_06_15,MHNL,260.1,270.0,241.0,265.0,63680.0
2024_06_16,MHNL,270.3,270.3,244.7,253.0,40310.0
2024_06_17,MHNL,270.3,270.3,244.7,253.0,40310.0
2024_06_18,MHNL,248.0,248.0,243.1,246.0,21676.0
2024_06_19,MHNL,241.5,248.9,241.5,247.9,2773.0
2024_06_20,MHNL,243.0,257.8,235.3,240.0,36775.0
2024_06_21,MHNL,243.0,257.8,235.3,240.0,36775.0
2024_06_22,MHNL,243.0,257.8,235.3,240.0,36775.0
2024_06_23,MHNL,235.5,244.8,235.5,238.0,12643.0
2024_06_24,MHNL,235.0,241.0,233.3,238.0,12091.0
2024_06_25,MHNL,234.2,258.0,234.2,248.9,45686.0
2024_06_26,MHNL,244.0,245.5,237.2,240.9,14484.0
2024_06_27,MHNL,236.1,250.0,236.1,250.0,16187.0
2024_06_28,MHNL,236.1,250.0,236.1,250.0,16187.0
2024_06_29,MHNL,236.1,250.0,236.1,250.0,16187.0
2024_06_30,MHNL,245.0,249.9,235.3,237.0,19909.0
2024_07_01,MHNL,235.0,245.8,235.0,240.0,2410.0
2024_07_02,MHNL,244.8,259.0,236.0,241.0,23611.0
2024_07_03,MHNL,240.0,244.9,236.5,237.2,7859.0
2024_07_04,MHNL,241.0,244.7,238.1,239.0,9724.0
2024_07_05,MHNL,241.0,244.7,238.1,239.0,9724.0
2024_07_06,MHNL,241.0,244.7,238.1,239.0,9724.0
2024_07_07,MHNL,240.0,243.7,236.0,237.1,14390.0
2024_07_08,MHNL,240.0,241.0,235.5,235.7,9112.0
2024_07_09,MHNL,235.0,237.8,234.6,235.6,4105.0
2024_07_10,MHNL,237.0,240.6,235.4,236.1,15135.0
2024_07_11,MHNL,240.0,257.0,237.0,249.0,60133.0
2024_07_12,MHNL,240.0,257.0,237.0,249.0,60133.0
2024_07_13,MHNL,240.0,257.0,237.0,249.0,60133.0
2024_07_14,MHNL,253.9,264.0,250.0,254.6,26840.0
2024_07_15,MHNL,255.0,259.0,246.3,249.0,32246.0
2024_07_16,MHNL,253.0,262.0,245.1,260.0,74564.0
2024_07_17,MHNL,263.9,284.5,260.0,268.0,90118.0
2024_07_18,MHNL,269.0,270.5,261.7,263.0,57739.0
2024_07_19,MHNL,269.0,270.5,261.7,263.0,57739.0
2024_07_20,MHNL,269.0,270.5,261.7,263.0,57739.0
2024_07_21,MHNL,264.0,279.9,261.1,279.9,113550.0
2024_07_22,MHNL,284.0,288.0,265.0,282.9,88625.0
2024_07_23,MHNL,278.0,298.8,274.0,284.5,74475.0
2024_07_24,MHNL,290.0,297.5,278.0,285.0,125490.0
2024_07_25,MHNL,290.0,290.0,276.1,278.0,60919.0
2024_07_26,MHNL,290.0,290.0,276.1,278.0,60919.0
2024_07_27,MHNL,290.0,290.0,276.1,278.0,60919.0
2024_07_28,MHNL,283.5,293.7,274.5,282.0,92124.0
2024_07_29,MHNL,287.0,287.0,276.0,277.0,47754.0
2024_07_30,MHNL,273.1,290.0,272.0,284.0,69755.0
2024_07_31,MHNL,289.0,304.0,283.5,293.9,143857.0
2024_08_01,MHNL,292.0,303.0,282.5,284.9,71045.0
2024_08_02,MHNL,292.0,303.0,282.5,284.9,71045.0
2024_08_03,MHNL,292.0,303.0,282.5,284.9,71045.0
2024_08_04,MHNL,292.0,303.0,282.5,284.9,71045.0
2024_08_05,MHNL,289.0,313.3,286.2,313.3,219555.0
2024_08_06,MHNL,319.5,331.0,294.0,300.0,250508.0
2024_08_07,MHNL,300.0,314.0,295.0,310.0,102128.0
2024_08_08,MHNL,315.0,324.9,305.0,309.0,140295.0
2024_08_09,MHNL,315.0,324.9,305.0,309.0,140295.0
2024_08_10,MHNL,315.0,324.9,305.0,309.0,140295.0
2024_08_11,MHNL,311.0,330.0,307.0,325.0,152246.0
2024_08_12,MHNL,325.0,339.0,325.0,330.3,181190.0
2024_08_13,MHNL,329.0,336.9,319.1,326.0,85195.0
2024_08_14,MHNL,320.0,358.6,318.0,358.6,168330.0
2024_08_15,MHNL,351.5,379.0,350.0,360.0,175404.0
2024_08_16,MHNL,351.5,379.0,350.0,360.0,175404.0
2024_08_17,MHNL,351.5,379.0,350.0,360.0,175404.0
2024_08_18,MHNL,366.9,366.9,333.0,337.0,121024.0
