Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turnover,Daily_Return,Log_Return,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,ATR_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,OBV
HIDCL,2016-08-10,400.0,402.0,385.0,388.0,-1.77 %,44128.0,17307700.0,-0.017721518987341756,-0.01788042527784841,386.6,412.85,396.96671472132766,395.54408715986864,17.218667670304825,1.4226275614590236,6.976657477996512,19.357142857142858,412.85,24.800838271061902,462.45167654212383,363.2483234578762,12252.0
HIDCL,2016-08-11,390.0,392.0,383.0,390.0,-0.51 %,34904.0,13512900.0,0.005154639175257714,0.005141399500418652,386.4,412.65,395.894912456508,395.1334140369154,33.885931558935354,0.7614984195926127,5.733625666315733,17.857142857142858,412.65,24.976357241452003,462.602714482904,362.69728551709596,47156.0
HIDCL,2016-08-14,385.0,390.0,358.0,362.0,-7.18 %,49307.0,18049000.0,-0.07179487179487176,-0.07450252729792102,380.8,409.1,390.68031054012215,392.67908707121796,39.504396482813746,-1.9987765310958139,4.187145226833424,18.214285714285715,409.1,26.903140102382505,462.90628020476504,355.293719795235,-2151.0
HIDCL,2016-08-15,366.0,366.0,338.0,344.0,-4.97 %,36829.0,12687900.0,-0.04972375690607733,-0.051002554452372686,375.8,402.5,383.49872430318027,389.0732287696463,37.01731025299603,-5.57450446646601,2.2348152881735373,18.285714285714285,402.5,25.795756484964347,454.0915129699287,350.9084870300713,-38980.0
HIDCL,2016-08-16,338.0,355.0,336.0,350.0,1.74 %,36420.0,12532500.0,0.01744186046511631,0.017291497110061043,366.8,397.25,378.34507441038335,386.1789155274503,47.993402968664086,-7.833841117066925,0.22108400712544474,18.428571428571427,397.25,25.227126168805754,447.7042523376115,346.7957476623885,-2560.0
HIDCL,2016-08-17,350.0,357.0,345.0,355.0,1.43 %,33053.0,11593700.0,0.014285714285714235,0.014184634991956381,360.2,393.65,374.75352450109364,383.86936622912066,52.11940298507461,-9.115841728027021,-1.6463011399050487,18.571428571428573,393.65,25.886950583765522,445.423901167531,341.8760988324689,30493.0
HIDCL,2016-08-21,355.0,356.0,344.0,346.0,-2.54 %,14759.0,5152710.0,-0.025352112676056304,-0.025679014417691506,351.4,390.95,370.3299053470792,381.0642279899265,53.761891034880385,-10.734322642847303,-3.4639054404934995,18.714285714285715,390.95,27.92560605759905,446.8012121151981,335.0987878848019,15734.0
HIDCL,2016-08-22,340.0,341.0,326.0,329.0,-4.91 %,30973.0,10319800.0,-0.049132947976878616,-0.05038102429235237,344.8,386.9,363.9714583706055,377.2076185091912,52.85532095791411,-13.236160138585717,-5.418356380111943,19.428571428571427,386.9,30.74838463878613,448.3967692775722,325.40323072242774,-15239.0
HIDCL,2016-08-23,325.0,330.0,319.0,325.0,-1.22 %,29800.0,9665680.0,-0.012158054711246202,-0.012232568435634408,341.0,381.65,357.97584939051234,373.3403875085104,57.854821235102946,-15.364538117998052,-7.407592727689165,19.071428571428573,381.65,31.94283545401233,445.53567090802466,317.7643290919753,-45039.0
HIDCL,2016-08-24,325.0,339.0,325.0,335.0,3.08 %,20017.0,6628560.0,0.03076923076923066,0.030305349495328843,338.0,376.9,354.4411033304335,370.5003588041763,64.12578202173198,-16.05925547374278,-9.137925276899889,19.357142857142858,376.9,31.4339742451079,439.76794849021576,314.0320515097842,-25022.0
HIDCL,2016-08-28,336.0,346.0,330.0,331.0,-1.19 %,16833.0,5611280.0,-0.011940298507462699,-0.012012156448003545,333.2,372.2,350.83477974113606,367.5744063001633,67.66486142083465,-16.739626559027215,-10.658265533325356,18.5,372.2,30.886208811326192,433.97241762265236,310.4275823773476,-41855.0
HIDCL,2016-08-29,333.0,334.0,321.0,326.0,-1.51 %,25024.0,8170050.0,-0.015105740181268867,-0.015220994010355243,329.2,367.7,347.01404439634587,364.4948206482993,65.10268826181336,-17.480776251953444,-12.022767677050973,18.0,367.7,30.72475429219558,429.1495085843911,306.25049141560885,-66879.0
HIDCL,2016-08-30,326.0,338.0,326.0,331.0,1.53 %,28564.0,9463540.0,0.015337423312883347,0.01522099401035517,329.6,363.65,344.5503452584465,362.0137228224994,76.8124507486209,-17.463377564052905,-13.110889654451361,17.357142857142858,363.65,29.905597082186915,423.4611941643738,303.83880583562615,-38315.0
HIDCL,2016-08-31,332.0,333.0,320.0,325.0,-1.81 %,18569.0,6084660.0,-0.01812688821752262,-0.018293193047325376,329.6,359.5,341.54259983407013,359.27196557638837,82.6052264113305,-17.729365742318237,-14.034584872024736,16.285714285714285,359.5,29.17731635146874,417.85463270293747,301.14536729706253,-56884.0
HIDCL,2016-09-01,328.0,328.0,320.0,325.0,0.00 %,19977.0,6480050.0,0.0,0.0,327.6,355.5,338.99758447498243,356.7333014596189,77.9471348639783,-17.73571698463644,-14.774811294547076,15.642857142857142,355.5,28.07414993792052,411.648299875841,299.351700124159,-56884.0
HIDCL,2016-09-04,325.0,325.0,317.0,320.0,-1.54 %,18682.0,5991950.0,-0.01538461538461533,-0.015504186535965199,325.4,351.35,336.07487917113895,354.0123161663138,64.65149359886202,-17.937436995174835,-15.40733643467263,15.571428571428571,351.35,26.788204395532787,404.92640879106557,297.7735912089345,-75566.0
HIDCL,2016-09-05,320.0,324.0,312.0,324.0,1.25 %,20849.0,6636790.0,0.012499999999999956,0.01242251999855711,325.0,348.0,334.2172054525022,351.7891816354757,71.73459715639808,-17.571976182973515,-15.840264384332807,14.142857142857142,348.0,25.737541697519966,399.4750833950399,296.5249166049601,-54717.0
HIDCL,2016-09-06,318.0,326.0,316.0,320.0,-1.23 %,23174.0,7419680.0,-0.012345679012345734,-0.012422519998557209,322.8,344.5,332.0299430751941,349.43442744025526,71.28827267475444,-17.404484365061137,-16.15310838047847,12.857142857142858,344.5,24.45296236493756,393.4059247298751,295.5940752701249,-77891.0
HIDCL,2016-09-07,314.0,325.0,314.0,321.0,0.31 %,13664.0,4376280.0,0.0031250000000000444,0.0031201273362436777,322.0,342.1,330.33302875593347,347.3281735557919,60.60762100926879,-16.99514479985845,-16.321515664354468,12.285714285714286,342.1,24.276694477149107,390.65338895429824,293.5466110457018,-64227.0
HIDCL,2016-09-08,320.0,329.0,317.0,324.0,0.93 %,22517.0,7248200.0,0.009345794392523255,0.00930239266231341,321.8,338.55,329.35871663963604,345.60016069980736,58.90890890890891,-16.241444060171318,-16.30550134351784,12.285714285714286,338.55,21.119895833076452,380.7897916661529,296.31020833384713,-41710.0
HIDCL,2016-09-11,319.0,330.0,315.0,316.0,-2.47 %,28696.0,9143190.0,-0.024691358024691357,-0.02500130220541727,321.0,334.95,327.3035294643074,343.4075562035253,50.1073217266873,-16.104026739217886,-16.26520642265785,12.5,334.95,18.178862798084463,371.3077255961689,298.5922744038311,-70406.0
HIDCL,2016-09-12,315.0,319.0,311.0,313.0,-0.95 %,31672.0,9942220.0,-0.009493670886076,-0.009539023046758948,318.8,331.1,325.10298646979857,341.1551446328938,55.464625131995845,-16.052158163095214,-16.222596770745326,11.642857142857142,331.1,13.443448805625522,357.98689761125104,304.213102388749,-102078.0
HIDCL,2016-09-14,312.0,314.0,303.0,305.0,-2.56 %,33290.0,10291800.0,-0.025559105431309903,-0.02589141393274159,315.8,328.25,322.01021932059876,338.476985771198,60.07100591715978,-16.46676645059921,-16.271430706716103,11.642857142857142,328.25,12.560904258431178,353.37180851686236,303.12819148313764,-135368.0
HIDCL,2016-09-18,310.0,315.0,303.0,305.0,0.00 %,28671.0,8835180.0,0.0,0.0,312.6,326.3,319.3932625020451,335.99720904740553,49.09278350515464,-16.60394654536043,-16.337933874444968,11.5,326.3,13.006476119711776,352.31295223942357,300.28704776057646,-135368.0
HIDCL,2016-09-20,308.0,306.0,298.0,299.0,-1.97 %,22726.0,6850300.0,-0.01967213114754096,-0.019868203216725173,307.6,323.75,316.25583750173047,333.256675043894,40.02368265245705,-17.000837542163538,-16.470514607988683,10.928571428571429,323.75,13.114375398975913,349.9787507979518,297.5212492020482,-158094.0
HIDCL,2016-09-21,302.0,303.0,295.0,301.0,0.67 %,29742.0,8911360.0,0.006688963210702337,0.006666691358189297,304.6,321.05,313.9087855783873,330.8672917073093,45.23897058823529,-16.958506128921954,-16.568112912175337,10.571428571428571,321.05,11.838718814039659,344.7274376280793,297.3725623719207,-128352.0
HIDCL,2016-09-22,302.0,307.0,296.0,300.0,-0.33 %,22034.0,6607610.0,-0.0033222591362126463,-0.003327790092674691,302.0,318.75,311.76897241248156,328.580825654916,44.238720115045865,-16.811853242434438,-16.61686097822716,10.5,318.75,11.186810843225492,341.123621686451,296.376378313549,-150386.0
HIDCL,2016-09-25,302.0,307.0,296.0,300.0,-0.33 %,22034.0,6607610.0,0.0,0.0,301.0,317.3,309.95836127209975,326.46372745825556,38.75305623471883,-16.50536618615581,-16.59456201981289,10.357142857142858,317.3,11.657841273490437,340.6156825469809,293.9843174530191,-150386.0
HIDCL,2016-09-26,299.0,300.0,295.0,298.0,1.02 %,20918.0,6220620.0,-0.00666666666666671,-0.006688988150796652,299.6,315.95,308.1186133840844,324.35530320208846,38.28502415458938,-16.236689818004038,-16.52298757945112,10.142857142857142,315.95,12.266664282989955,340.4833285659799,291.4166714340201,-171304.0
HIDCL,2016-09-27,298.0,303.0,295.0,300.0,0.67 %,45477.0,13588100.0,0.006711409395973256,0.00668898815079671,299.8,314.2,306.8695959403791,322.55120666860046,38.16649466804266,-15.681610728221358,-16.354712209205168,10.142857142857142,314.2,11.8969257417732,337.9938514835464,290.4061485164536,-125827.0
HIDCL,2016-09-28,295.0,301.0,295.0,301.0,0.33 %,19123.0,5728480.0,0.0033333333333334103,0.0033277900926747457,299.8,312.7,305.96658118032076,320.9548209894449,18.64097363083164,-14.988239809124138,-16.081417729188964,9.714285714285714,312.7,11.553536710735749,335.8070734214715,289.5929265785285,-106704.0
HIDCL,2016-09-29,301.0,302.0,297.0,297.0,-1.33 %,24587.0,7379650.0,-0.013289036544850474,-0.013378125946176087,299.2,311.25,304.5871071525791,319.18038980504156,25.335070737155633,-14.593282652462449,-15.783790713843661,9.357142857142858,311.25,11.616118565438233,334.48223713087646,288.01776286912354,-131291.0
HIDCL,2016-10-02,300.0,310.0,295.0,308.0,3.70 %,10053.0,3061510.0,0.03703703703703698,0.03636764417087479,300.8,310.1,305.1121675906438,318.3522127824459,25.236417578342326,-13.240045191802096,-15.275041609435348,9.642857142857142,310.1,10.656848551642025,331.41369710328405,288.786302896716,-121238.0
HIDCL,2016-10-03,303.0,311.0,301.0,305.0,-0.97 %,7688.0,2362110.0,-0.009740259740259716,-0.00978800636616282,302.2,309.1,305.09491103823706,317.36315998374624,25.55868544600942,-12.268248945509185,-14.673683076650116,9.5,309.1,10.109401564880251,329.3188031297605,288.88119687023953,-128926.0
HIDCL,2016-10-04,306.0,309.0,297.0,300.0,-1.64 %,12183.0,3670160.0,-0.016393442622950838,-0.016529301951210582,302.2,307.85,304.31107857081594,316.07699998495025,32.266769468003105,-11.765921414134311,-14.092130744146957,9.285714285714286,307.85,9.571201321508475,326.992402643017,288.70759735698306,-141109.0
HIDCL,2016-10-05,300.0,304.0,299.0,300.0,0.00 %,11360.0,3410250.0,0.0,0.0,302.0,306.85,303.6478357137673,314.8861110971762,34.79212253829321,-11.238275383408904,-13.521359671999347,9.071428571428571,306.85,9.27517910168988,325.40035820337977,288.2996417966203,-141109.0
HIDCL,2016-10-06,304.0,305.0,298.0,300.0,0.00 %,16601.0,4983460.0,0.0,0.0,302.6,305.65,303.08663021934154,313.78343620108905,24.78145191942228,-10.696805981747502,-12.95644893394898,8.785714285714286,305.65,8.45592286973759,322.56184573947513,288.7381542605248,-141109.0
HIDCL,2016-10-16,296.0,303.0,295.0,299.0,-0.33 %,16068.0,4823590.0,-0.0033333333333332993,-0.0033389012655145986,300.8,304.6,302.4579178779044,312.6883668528602,49.56328410354136,-10.230448974955834,-12.411248942150351,8.5,304.6,7.863305853607149,320.32661170721434,288.8733882927857,-157177.0
HIDCL,2016-10-17,298.0,300.0,292.0,299.0,0.00 %,8452.0,2507980.0,0.0,0.0,299.6,303.5,301.9259305120729,311.6744137526484,54.882271468144076,-9.748483240575467,-11.878695801835375,8.5,303.5,6.9320005466641135,317.3640010933282,289.6359989066718,-157177.0
HIDCL,2016-10-18,299.0,300.0,291.0,300.0,0.33 %,12086.0,3593200.0,0.0033444816053511683,0.0033389012655146303,299.6,302.3,301.6296335102155,310.80964236356334,51.91881918819186,-9.180008853347829,-11.338958412137867,8.571428571428571,302.3,5.006311805585145,312.3126236111703,292.2873763888297,-145091.0
HIDCL,2016-10-19,302.0,303.0,294.0,297.0,-1.00 %,20664.0,6154180.0,-0.010000000000000009,-0.01005033585350145,299.0,301.35,300.9173822009516,309.7867058921883,54.5031958163858,-8.86932369123673,-10.84503146795764,8.428571428571429,301.35,3.963982580024955,309.2779651600499,293.42203483995013,-165755.0
HIDCL,2016-10-20,300.0,299.0,296.0,298.0,0.34 %,16334.0,4861310.0,0.0033670033670034627,0.0033613477027049274,298.6,300.6,300.46855417003593,308.91361656684103,53.79468552857959,-8.445062396805099,-10.365037653727132,7.857142857142857,300.6,2.9271865421657135,306.45437308433145,294.7456269156686,-149421.0
HIDCL,2016-10-23,300.0,300.0,294.0,300.0,0.67 %,17264.0,5131370.0,0.006711409395973256,0.00668898815079671,298.8,300.35,300.3964689131073,308.25334867300097,56.48334002408676,-7.856879759893673,-9.86340607496044,7.928571428571429,300.35,2.739093203772349,305.8281864075447,294.87181359245534,-132157.0
HIDCL,2016-10-24,295.0,299.0,293.0,296.0,-1.33 %,6900.0,2041690.0,-0.013333333333333308,-0.013423020332140661,298.2,299.9,299.72008908032154,307.3456932157416,58.710619653661546,-7.625604135420076,-9.415845687052368,7.857142857142857,299.9,2.6734562687758965,305.2469125375518,294.55308746244816,-139057.0
HIDCL,2016-10-25,299.0,299.0,284.0,293.0,-1.01 %,10061.0,2913070.0,-0.010135135135135087,-0.010186845306993018,296.8,299.6,298.68622922181055,306.2830492738348,71.34213421342136,-7.59682005202427,-9.052040560046748,8.5,299.6,3.0847673289388773,305.7695346578778,293.43046534212226,-149118.0
HIDCL,2016-10-26,290.0,291.0,281.0,283.0,-3.41 %,14748.0,4194740.0,-0.03412969283276446,-0.03472571137382963,294.0,298.7,296.27296318768583,304.5583789572545,70.77412116679135,-8.285415769568658,-8.898715601951132,9.0,298.7,4.802411674850588,308.30482334970117,289.0951766502988,-163866.0
HIDCL,2016-10-27,283.0,287.0,280.0,286.0,1.06 %,13510.0,3845670.0,0.010600706713780994,0.01054491317661504,291.6,298.0,294.6925073126572,303.18368421968006,70.86687886163634,-8.491176907022862,-8.817207862965478,8.428571428571429,298.0,5.563035899673565,309.12607179934713,286.87392820065287,-150356.0
HIDCL,2016-11-03,285.0,286.0,280.0,284.0,-0.70 %,3562.0,1007410.0,-0.006993006993006978,-0.007017572658646535,288.4,297.2,293.047506187633,301.7626705737778,73.20179372197305,-8.715164386144806,-8.796799167601344,8.142857142857142,297.2,6.354443120244692,309.9088862404894,284.4911137595106,-153918.0
HIDCL,2016-11-07,285.0,285.0,278.0,280.0,-1.41 %,9702.0,2721840.0,-0.014084507042253502,-0.014184634991956413,285.2,296.3,291.0401975433818,300.15062090164616,63.55203238320117,-9.11042335826437,-8.859524005733949,7.785714285714286,296.3,7.420455369769473,311.140910739539,281.45908926046104,-163620.0
HIDCL,2016-11-08,280.0,285.0,278.0,284.0,1.43 %,15000.0,4207380.0,0.014285714285714235,0.014184634991956381,283.4,295.5,289.95709022901536,298.95427861263533,56.73682593332306,-8.99718838361997,-8.887056881311153,7.928571428571429,295.5,7.850578255604609,311.2011565112092,279.7988434887908,-148620.0
HIDCL,2016-11-09,284.0,289.0,271.0,275.0,-3.17 %,22637.0,6284910.0,-0.03169014084507038,-0.032203140494634706,281.8,294.2,287.65599942455145,297.179887604292,52.2569690108957,-9.523888179740538,-9.014423140997032,8.714285714285714,294.2,8.965430685049329,312.13086137009867,276.2691386299013,-171257.0
HIDCL,2016-11-10,275.0,292.0,275.0,282.0,2.54 %,24708.0,6916520.0,0.025454545454545396,0.02513597327154224,281.0,293.45,286.78584566692814,296.0554514854556,42.14677640603566,-9.269605818527452,-9.065459676503117,9.357142857142858,293.45,9.33851673108984,312.12703346217967,274.7729665378203,-146549.0
HIDCL,2016-11-13,280.0,281.0,270.0,277.0,-1.77 %,23973.0,6656260.0,-0.01773049645390068,-0.017889564750775057,279.6,291.9,285.2803309489392,294.6439365606071,43.28458564464617,-9.363605611667879,-9.125088863536071,9.642857142857142,291.9,9.369041966413814,310.6380839328276,273.16191606717234,-170522.0
HIDCL,2016-11-14,276.0,284.0,268.0,279.0,0.72 %,21791.0,6043620.0,0.0072202166064982976,0.007194275634027231,279.4,290.6,284.31412618756394,293.4851264450066,42.23161453930687,-9.171000257442643,-9.134271142317386,10.142857142857142,290.6,9.258850673246398,309.1177013464928,272.0822986535072,-148731.0
HIDCL,2016-11-15,278.0,281.0,272.0,281.0,0.72 %,43991.0,12166200.0,0.007168458781362075,0.007142887512380204,278.8,289.65,283.8042606202464,292.56030226389504,40.18015119832721,-8.756041643648643,-9.058625242583638,10.142857142857142,289.65,9.218259911147811,308.0865198222956,271.21348017770435,-104740.0
HIDCL,2016-11-16,282.0,290.0,277.0,283.0,0.71 %,20539.0,5771200.0,0.007117437722419906,0.007092228309491837,280.4,288.8,283.68052821713155,291.8521317258287,36.02538217479092,-8.17160350869716,-8.881220895806342,10.857142857142858,288.8,8.99473530226963,306.78947060453925,270.8105293954608,-84201.0
HIDCL,2016-11-17,278.0,280.0,273.0,278.0,-1.77 %,18364.0,5096040.0,-0.017667844522968212,-0.017825783952600573,279.6,287.7,282.8066007991113,290.82604789428586,38.05789248538432,-8.019447095174542,-8.708866135679981,11.142857142857142,287.7,8.89766379746009,305.4953275949202,269.9046724050798,-102565.0
HIDCL,2016-11-20,277.0,282.0,265.0,272.0,-2.16 %,24936.0,6802640.0,-0.021582733812949617,-0.021819047394639725,278.6,286.35,281.14404683001726,289.4315258280425,38.3256748994831,-8.287478998025222,-8.62458870814903,11.857142857142858,286.35,9.137977433707485,304.625954867415,268.07404513258507,-127501.0
HIDCL,2016-11-21,277.0,277.0,260.0,274.0,0.74 %,13058.0,3474050.0,0.007352941176470562,0.007326040092072881,277.6,285.1,280.04496270232227,288.28844984078006,22.546381532360897,-8.243487138457795,-8.548368394210783,12.0,285.1,9.02569431649091,303.1513886329818,267.0486113670182,-114443.0
HIDCL,2016-11-22,271.0,279.0,269.0,275.0,0.36 %,27376.0,7533650.0,0.0036496350364962904,0.0036429912785010087,276.4,283.85,279.26881459427267,287.3041202229445,33.223443223443255,-8.035305628671836,-8.445755841102994,11.857142857142858,283.85,8.573367575168257,300.9967351503365,266.7032648496635,-87067.0
HIDCL,2016-11-23,275.0,278.0,270.0,272.0,-1.09 %,10423.0,2842020.0,-0.010909090909090868,-0.010969031370573933,274.2,282.6,278.150535425923,286.1704816879116,41.90711144481393,-8.019946261988594,-8.360593925280114,11.928571428571429,282.6,8.375402582625586,299.3508051652512,265.84919483474886,-97490.0
HIDCL,2016-11-24,273.0,275.0,260.0,269.0,-1.10 %,13798.0,3640400.0,-0.011029411764705843,-0.011090686694158173,272.4,281.15,276.74276074501176,284.8985941554737,36.37920612532744,-8.155833410461923,-8.319641822316477,12.571428571428571,281.15,8.073836888695569,297.29767377739114,265.0023262226088,-111288.0
HIDCL,2016-11-27,264.0,264.0,248.0,257.0,-4.46 %,13181.0,3349920.0,-0.044609665427509326,-0.04563529470661934,269.4,279.0,273.70541293808685,282.83203162543856,34.41997902964448,-9.126618687351709,-8.481037195323523,13.571428571428571,279.0,8.503869088460943,296.00773817692186,261.99226182307814,-124469.0
HIDCL,2016-11-28,257.0,257.0,236.0,257.0,0.00 %,13709.0,3346010.0,0.0,0.0,266.0,277.05,271.1353494091504,280.91854780133195,41.41727837380011,-9.783198392181532,-8.741469434695126,14.571428571428571,277.05,8.864328276269465,294.77865655253896,259.32134344746106,-124469.0
HIDCL,2016-11-29,262.0,265.0,250.0,260.0,1.17 %,13035.0,3374000.0,0.011673151750972721,0.01160554612030789,263.0,275.4,269.4222187308196,279.369025741974,49.14856734985214,-9.946807011154362,-8.982536949986974,14.357142857142858,275.4,8.810281075628355,293.0205621512567,257.77943784874327,-111434.0
HIDCL,2016-11-30,265.0,270.0,260.0,265.0,1.92 %,13682.0,3598390.0,0.019230769230769162,0.01904819497069441,261.6,274.5,268.74187738761657,278.3046534647907,55.57238307349665,-9.562776077174135,-9.098584775424406,13.857142857142858,274.5,8.911849001838776,292.3236980036776,256.6763019963224,-97752.0
HIDCL,2016-12-01,270.0,273.0,255.0,267.0,0.75 %,28307.0,7368500.0,0.007547169811320753,0.007518832414027319,261.2,273.55,268.4738962510602,277.46727172665805,54.09836065573769,-8.993375475597873,-9.0775429154591,14.285714285714286,273.55,8.629661211865416,290.80932242373086,256.29067757626916,-69445.0
HIDCL,2016-12-04,267.0,268.0,256.0,261.0,-2.25 %,23562.0,6115160.0,-0.022471910112359605,-0.022728251077556175,262.0,272.4,267.3240660585894,276.2474738209797,56.842372022301056,-8.923407762390298,-9.04671588484534,14.0,272.4,8.696036604774275,289.7920732095485,255.00792679045142,-93007.0
HIDCL,2016-12-05,261.0,264.0,251.0,258.0,-1.15 %,7517.0,1941910.0,-0.011494252873563204,-0.011560822401075971,262.2,271.3,265.8895943572679,274.8958090934997,62.16814159292032,-9.006214736231755,-9.038615655122623,14.285714285714286,271.3,9.067582513083282,289.4351650261666,253.16483497383345,-100524.0
HIDCL,2016-12-06,258.0,260.0,250.0,259.0,0.39 %,7627.0,1942310.0,0.003875968992248069,0.003868476777920332,262.0,270.05,264.8296567638421,273.71834175324045,68.65580625490024,-8.88868498939837,-9.008629521977774,14.071428571428571,270.05,8.947066558375118,287.94413311675027,252.1558668832498,-92897.0
HIDCL,2016-12-07,259.0,264.0,255.0,260.0,0.39 %,7991.0,2063610.0,0.0038610038610038533,0.0038535693159899723,261.0,269.3,264.08663264632787,272.70216829003743,69.63969285292379,-8.615535643709563,-8.930010746324132,14.0,269.3,9.136969438840755,287.57393887768154,251.0260611223185,-84906.0
HIDCL,2016-12-08,255.0,257.0,249.0,251.0,-3.46 %,6283.0,1593620.0,-0.0346153846153846,-0.03522869188374383,257.8,267.75,262.0733045468928,271.09460026855317,70.11894647408667,-9.021295721660351,-8.948267741391376,13.571428571428571,267.75,9.491686112759497,286.733372225519,248.766627774481,-91189.0
